stage_id,target_dir,tc_id,test_name,seq,checker,reviewer,target_file
p9-perf-perf_003,perf_tests,PERF-003,test_dutlb_miss_pipe0_counted,lsu_pipe0_seq + miss trigger,perf_mon_sb,B,mmu_verification/testbench/test/perf_tests/test_dutlb_miss_pipe0_counted.svh
p9-perf-perf_004,perf_tests,PERF-004,test_dutlb_miss_pipe1_counted,lsu_pipe1_seq + miss trigger,perf_mon_sb,B,mmu_verification/testbench/test/perf_tests/test_dutlb_miss_pipe1_counted.svh
p9-perf-perf_005,perf_tests,PERF-005,test_jtlb_miss_counted,L2 TLB miss trigger,perf_mon_sb,B,mmu_verification/testbench/test/perf_tests/test_jtlb_miss_counted.svh
p9-perf-perf_006,perf_tests,PERF-006,test_concurrent_miss_pulses,mmu_concurrent_3pipe_vseq,perf_mon_sb,B,mmu_verification/testbench/test/perf_tests/test_concurrent_miss_pulses.svh
p9-perf-perf_007,perf_tests,PERF-007,test_perf_under_stress,mmu_stress_all_ports_vseq + cnt_en,perf_mon_sb,B,mmu_verification/testbench/test/perf_tests/test_perf_under_stress.svh
p9-perf-perf_ptw_001,perf_tests,PERF-PTW-001,test_ptw_walk_latency,Long random walk sequence,perf_mon,B,mmu_verification/testbench/test/perf_tests/test_ptw_walk_latency.svh
p9-perf-perf_arb_001,perf_tests,PERF-ARB-001,test_arb_throughput_max,mmu_stress_all_ports_vseq,perf_mon,B,mmu_verification/testbench/test/perf_tests/test_arb_throughput_max.svh
p9-perf-stress_001,perf_tests,STRESS-001,test_3pipe_concurrent_max_rate,mmu_stress_all_ports_vseq,arb_sb,B,mmu_verification/testbench/test/perf_tests/test_3pipe_concurrent_max_rate.svh
p9-perf-stress_002,perf_tests,STRESS-002,test_l2tlb_saturated_mb_full,L2 full setup,l2_sb,B,mmu_verification/testbench/test/perf_tests/test_l2tlb_saturated_mb_full.svh
p9-perf-stress_003,perf_tests,STRESS-003,test_l2_bank_conflict_and_reqq_full,8 bank conflict scenario,l2_sb,B,mmu_verification/testbench/test/perf_tests/test_l2_bank_conflict_and_reqq_full.svh
p9-perf-stress_004,perf_tests,STRESS-004,test_ptw_4tws_full_wakeup_dense,mmu_ptw_thrash_vseq,ptw_sb,B,mmu_verification/testbench/test/perf_tests/test_ptw_4tws_full_wakeup_dense.svh
p9-perf-stress_005,perf_tests,STRESS-005,test_satp_hotswap_concurrent,mmu_satp_hotswap_vseq,satp_sb,B,mmu_verification/testbench/test/perf_tests/test_satp_hotswap_concurrent.svh
p9-perf-stress_006,perf_tests,STRESS-006,test_sfence_high_frequency,mmu_sfence_during_walk_vseq,inv_sb,B,mmu_verification/testbench/test/perf_tests/test_sfence_high_frequency.svh
p9-perf-stress_007,perf_tests,STRESS-007,test_asid_thrashing,mmu_asid_context_switch_vseq,asid_sb,B,mmu_verification/testbench/test/perf_tests/test_asid_thrashing.svh
p9-perf-stress_008,perf_tests,STRESS-008,test_huge_4k_page_mix,mmu_huge_page_mix_vseq,page_size_sb,B,mmu_verification/testbench/test/perf_tests/test_huge_4k_page_mix.svh
p9-perf-stress_009,perf_tests,STRESS-009,test_100k_txn_stable_run,mmu_stress_all_ports_vseq + 100K seed,txn_sb,B,mmu_verification/testbench/test/perf_tests/test_100k_txn_stable_run.svh
p9-perf-stress_010,perf_tests,STRESS-010,test_error_rain_mixed_fault,mmu_error_rain_vseq,error_sb,B,mmu_verification/testbench/test/perf_tests/test_error_rain_mixed_fault.svh
p9-perf-stress_011,perf_tests,STRESS-011,test_rrpv_aging_replacement,mmu_rrpv_aging_vseq,replace_sb,B,mmu_verification/testbench/test/perf_tests/test_rrpv_aging_replacement.svh
p9-perf-stress_012,perf_tests,STRESS-012,test_reset_mid_transaction,mmu_reset_midtransaction_vseq,mid_txn_sb,B,mmu_verification/testbench/test/perf_tests/test_reset_mid_transaction.svh
p9-perf-stress_013,perf_tests,STRESS-013,test_power_gating_sequence,mmu_power_gating_vseq,power_sb,B,mmu_verification/testbench/test/perf_tests/test_power_gating_sequence.svh
