requirement_id,requirement_family,audit_id,flow_id,legacy_id,test_name,scenario_id,source_checker,sva_cover,consumer_evidence,status,action,illegal_stimulus,waiver_or_open_reason,notes
PTW-ADD-043,ADD,PTW-AUD-011,,PDE pmpflg,test_ptw_pde_mmode_lock_matrix_001,stage9_mmode_lock_matrix_top_source_unreachable,open marker with no illegal source traffic,lower-level PDE-cache or RTL-unit evidence required,,stage10-open-unreachable,open-lower-level-evidence,no,data/PFU MPRV=1 MPP=M direct-map with no PTW source; fetch cannot represent data effective-M,Close only with lower-level PDE-cache stimulus or RTL unit evidence
PTW-ADD-044,ADD,PTW-AUD-006,,PDE pmpflg,test_ptw_pde_l2_accerr_valid_gate_001,stage9_l2_accerr_valid_gate,request-scoped no false PDE direct accerr compare,PTW-SVA-PDE-014,,stage10-closed,stage9-directed,no,stage10 pde_pmpflg list source clean plus valid-gate cover required,Invalid or stale L2 tag state cannot assert direct accerr
PTW-ADD-045,ADD,PTW-AUD-007,,PDE pmpflg,test_ptw_pde_pmp_clear_repopulate_001,stage9_pmp_clear_repopulate,ptw_source_sb clear and update pmpflg repopulate compare,PTW-SVA-PDE-001;PTW-SVA-PDE-015,,stage10-partial-open,stage9-directed-and-open,no,pmp_regs_update is tied off in tb_top so exact PMP-config-update clear remains a top/probe gap,SATP rewrite clear path proves stale pmpflg invalidation and repopulate
PTW-FLOW-001,FLOW,PTW-AUD-022,PTW-FLOW-001,,test_ptw_p0_pte_layout_matrix;test_ptw_p0_maee_sysmap_matrix,stage6_pte_leaf_global_1g;stage6_maee1_1g_ext_attr,ptw_source_sb refill match,PTW-SVA-CHK/PMP/ARB cover,,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,PDE miss 1G success
PTW-FLOW-002,FLOW,PTW-AUD-022,PTW-FLOW-002,,test_ptw_p0_maee_sysmap_matrix,stage6_maee1_2m_ext_attr,ptw_source_sb refill match,PTW-SVA-PDE/CHK/ARB cover,,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,PDE miss 2M success
PTW-FLOW-003,FLOW,PTW-AUD-022,PTW-FLOW-003,,test_ptw_p0_pte_layout_matrix;test_ptw_p0_type_pfu_fault_matrix,stage6_pte_rsw_high_reserved_4k;stage6_type_load_success,ptw_source_sb refill match,PTW-SVA-PDE/CHK/ARB cover,,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,PDE miss 4K success
PTW-FLOW-004,FLOW,PTW-AUD-022,PTW-FLOW-004,,test_ptw_p0_maee_sysmap_matrix,stage6_maee0_huge_degrade_matrix,ptw_source_sb degrade match with Stage7 ref_model support,PTW-SVA-MAEE-005;PTW-SVA-MAEE-007,,stage7-model-ready-open,stage7-ref-model-and-open,no,dedicated 1G->2M directed evidence still required; model now computes final PPN/page_size/flg,MAEE0 1G to 2M
PTW-FLOW-005,FLOW,PTW-AUD-022,PTW-FLOW-005,,test_ptw_p0_maee_sysmap_matrix,stage6_maee0_huge_degrade_matrix,ptw_source_sb degrade match with Stage7 ref_model support,PTW-SVA-MAEE-005;PTW-SVA-MAEE-007,,stage7-model-ready-open,stage7-ref-model-and-open,no,dedicated 1G->4K directed evidence still required; model now computes final PPN/page_size/flg,MAEE0 1G to 4K
PTW-FLOW-006,FLOW,PTW-AUD-022,PTW-FLOW-006,,test_ptw_p0_maee_sysmap_matrix,stage6_maee0_huge_degrade_matrix,ptw_source_sb degrade match with Stage7 ref_model support,PTW-SVA-MAEE-005;PTW-SVA-MAEE-007,,stage7-model-ready-open,stage7-ref-model-and-open,no,dedicated 2M->4K directed evidence still required; model now computes final PPN/page_size/flg,MAEE0 2M to 4K
PTW-FLOW-007,FLOW,PTW-AUD-022,PTW-FLOW-007,,test_ptw_p0_maee_sysmap_matrix;test_ptw_random_pte_perm_cross_001,stage6_maee0_huge_degrade_matrix;stage7_random_pte_perm_cross_no_cross_huge,ptw_source_sb no-degrade match with Stage7 ref_model support,PTW-SVA-MAEE-006,,stage7-partial-closed,stage7-ref-model-plus-random,no,1G/2M no-cross model and random evidence added; dedicated no-cross directed matrix still recommended,MAEE0 huge no degrade
PTW-FLOW-008,FLOW,PTW-AUD-022,PTW-FLOW-008,,test_ptw_p0_maee_sysmap_matrix,stage6_maee0_4k_sysmap_refill,ptw_source_sb 4K sysmap match,PTW-SVA-MAEE-002;PTW-SVA-MAEE-004,,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,MAEE0 4K sysmap refill
PTW-FLOW-009,FLOW,PTW-AUD-022,PTW-FLOW-009,,test_ptw_p0_pde_mbuf_pmp_matrix,stage6_pmp_fst_deny_access_fault,ptw_source_sb access fault match,PTW-SVA-PMP-004,,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,fst PMP access fault
PTW-FLOW-010,FLOW,PTW-AUD-022,PTW-FLOW-010,,test_ptw_p0_pde_mbuf_pmp_matrix,stage6_pmp_scd_deny_access_fault,ptw_source_sb access fault match,PTW-SVA-PMP-004,,open-stage7-vector-gap,open,no,isolated scd PMP deny vector pending Stage 7,scd PMP access fault
PTW-FLOW-011,FLOW,PTW-AUD-022,PTW-FLOW-011,,test_ptw_p0_pde_mbuf_pmp_matrix,stage6_pmp_thd_deny_access_fault,ptw_source_sb access fault match,PTW-SVA-PMP-004,,open-stage7-vector-gap,open,no,isolated thd PMP deny vector pending Stage 7,thd PMP access fault
PTW-FLOW-012,FLOW,PTW-AUD-022,PTW-FLOW-012,,test_ptw_p0_permission_matrix,stage6_huge_1g_align_before_degrade,ptw_source_sb page fault match,PTW-SVA-CHK-011,,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,fst CHK page fault
PTW-FLOW-013,FLOW,PTW-AUD-022,PTW-FLOW-013,,test_ptw_p0_permission_matrix,stage6_scd_page_fault_v0,ptw_source_sb page fault match,PTW-SVA-CHK-011,,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,scd CHK page fault
PTW-FLOW-014,FLOW,PTW-AUD-022,PTW-FLOW-014,,test_ptw_p0_permission_matrix;test_ptw_p0_type_pfu_fault_matrix,stage6_thd_nonleaf_page_fault;stage6_fault_pfu_a_zero,ptw_source_sb page fault match,PTW-SVA-CHK-011,,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,thd CHK page fault
PTW-FLOW-015,FLOW,PTW-AUD-022,PTW-FLOW-015,,test_ptw_p0_pde_mbuf_pmp_matrix,stage6_pde_l1_hit_final_2m,ptw_source_sb refill match,PTW-SVA-PDE-004,,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,L1 PDE hit final 2M
PTW-FLOW-016,FLOW,PTW-AUD-022,PTW-FLOW-016,,test_ptw_p0_pde_mbuf_pmp_matrix,stage6_pde_l2_hit_final_4k,ptw_source_sb refill match,PTW-SVA-PDE-004,,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,L1 PDE hit final 4K representative
PTW-FLOW-017,FLOW,PTW-AUD-022,PTW-FLOW-017,,test_ptw_p0_pde_mbuf_pmp_matrix,stage6_pde_l2_hit_final_4k,ptw_source_sb refill match,PTW-SVA-PDE-004,,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,L2 PDE hit final 4K
PTW-FLOW-018,FLOW,PTW-AUD-022,PTW-FLOW-018,,test_ptw_p0_pde_mbuf_pmp_matrix,stage6_lsu_bus_error_priority_access_fault,ptw_source_sb access fault match,PTW-SVA-MBUF-008,,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,LSU bus error access fault
PTW-FLOW-019,FLOW,PTW-AUD-022,PTW-FLOW-019,,test_ptw_p0_pde_mbuf_pmp_matrix,stage6_abort_full_matrix,ptw_source_sb drop/no-stale match plus auxiliary pre-existing grant handling,PTW-SVA-MBUF-010;PTW-SVA-CTX-005,,stage7-model-strengthened-open,stage7-ref-sb-and-open,no,pre-existing exception grant no longer pollutes drop matching; full abort outstanding directed matrix remains open,abort with LSU outstanding
PTW-FLOW-020,FLOW,PTW-AUD-022,PTW-FLOW-020,,test_ptw_p0_type_pfu_fault_matrix,stage6_type_pfu_success_l2_only,ptw_source_sb PFU refill target match,PTW-SVA-ARB-005;PTW-SVA-ARB-007,L2 consumer auxiliary,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,PFU success L2 only
PTW-FLOW-021,FLOW,PTW-AUD-022,PTW-FLOW-021,,test_ptw_p0_type_pfu_fault_matrix,stage6_fault_pfu_a_zero,ptw_source_sb PFU fault target match,PTW-SVA-ARB-006,L2 consumer auxiliary,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,PFU exception path
PTW-FLOW-022,FLOW,PTW-AUD-022,PTW-FLOW-022,,test_ptw_p0_pde_mbuf_pmp_matrix;test_ptw_pde_satp_old_walk_reupdate_001;test_ptw_pmp_cfg_clear_no_flush_001,stage6_pde_satp_pmp_clear_only_reupdate;stage7_satp_old_walk_reupdate;stage7_pmp_cfg_clear_no_flush,ptw_source_monitor clear/reupdate plus ptw_source_sb no-drop refill match,PTW-SVA-PDE-001;PTW-SVA-PDE-010,,stage7-partial-open,stage7-directed-and-open,no,satp old-walk covered; pmp_regs_update top probe remains tied off so PMP clear closure stays partial,satp/PMP change clears PDE only
PTW-FLOW-023,FLOW,PTW-AUD-022,PTW-FLOW-023,,test_ptw_p0_pde_mbuf_pmp_matrix,stage6_mprv_mpp_m_load_success,ptw_source_sb effective M compare,PTW-SVA-PMP-007,,stage6-closed,stage6-directed,no,stage6 P0 source-SB plus SVA cover required,load MPRV MPP M PTW walk; PFU MPP=M direct-map is consumer-only when no PTW walk
PTW-FLOW-024,FLOW,PTW-AUD-005,PTW-FLOW-024,,test_ptw_pde_l1_pmp_tag_deny_fst_fault_001,stage8_l1_tag_hit_cached_x_deny_load,ptw_source_sb L1 cached deny miss and FST access-fault path,PTW-SVA-PDE-011,,stage10-closed,stage8-directed,no,stage10 pde_pmpflg list source clean plus cover required,L1 tag hit deny full flow
PTW-FLOW-025,FLOW,PTW-AUD-005,PTW-FLOW-025,,test_ptw_pde_l2_pmp_l1_deny_accerr_001,stage8_l2_cached_l1pmp_deny_accerr,ptw_source_sb PDE direct accerr and no-extra-LSU,PTW-SVA-PDE-012;PTW-SVA-PDE-013,,stage10-partial-open,stage8-directed-and-open,no,exact pure L1-deny construction depends on RTL direct-path pmpflg payload due flag-only PMP agent,L2 tag hit cached L1 deny full flow
PTW-FLOW-026,FLOW,PTW-AUD-005,PTW-FLOW-026,,test_ptw_pde_l2_pmp_l2_deny_accerr_001,stage8_l2_cached_l2pmp_deny_accerr_unreachable_top_source,open marker with no illegal source traffic,PTW-SVA-PDE-012;PTW-SVA-PDE-013,,stage10-open-unreachable,open-lower-level-evidence,no,corrected spec makes old MPRV=1 MPP=M data construction unreachable from PTW source,Exact L2 cached deny full flow requires legal lower-level evidence
PTW-FLOW-027,FLOW,PTW-AUD-005,PTW-FLOW-027,,test_ptw_pde_l1_pmp_tag_allow_reuse_001,stage8_l1_pmp_tag_allow_reuse,ptw_source_sb cached pmpflg allow reuse coverage,PTW-SVA-PDE-011;PTW-SVA-PDE-012,,stage10-closed,stage8-directed,no,stage10 pde_pmpflg list source clean plus cover required,Cross-type cached pmpflg allow reuse
PTW-FLOW-028,FLOW,PTW-AUD-011,PTW-FLOW-028,,test_ptw_pde_mmode_lock_matrix_001,stage9_mmode_lock_matrix_top_source_unreachable,open marker with no illegal source traffic,lower-level PDE-cache or RTL-unit evidence required,,stage10-open-unreachable,open-lower-level-evidence,no,data/PFU MPRV=1 MPP=M direct-map with no PTW source; fetch ignores MPRV MPP,Effective M cached pmpflg lock-bypass flow needs lower-level closure
PTW-INFRA-001,INFRA,PTW-AUD-022,,N/A,ptw_source_ref_model,all_source_families,source ref model,N/A,,stage7-implemented,stage7-ref-model,no,Stage7 implemented source golden model; Stage8 signoff gate validates closure records,reference model
PTW-INFRA-002,INFRA,PTW-AUD-022,,N/A,page_table_builder/ptw_mem_sequences,stimulus_infrastructure,raw PTE and memory responder,N/A,,stage2-implemented,stage2-infra,no,Stage2 implemented raw PTE builder and deterministic memory responder hooks,page table and memory responder
PTW-INFRA-003,INFRA,PTW-AUD-022,,N/A,ptw_source_monitor/ptw_source_sb,source_checking_infrastructure,monitor and scoreboard,N/A,,stage7-implemented,stage7-source-sb,no,Stage7 added field coverage pending age illegal taxonomy consumer-only marker and auxiliary pre-existing exception grant handling,source monitor and scoreboard
PTW-INFRA-004,INFRA,PTW-AUD-005,,N/A,pde cache monitor/SVA,PDE-TP-001..012,pde monitor,PTW-SVA-PDE-001..010,,stage8-open-register,bind-later,no,Open items are explicitly listed in Stage8 signoff report with owner files and next actions,PDE cache evidence
PTW-INFRA-005,INFRA,PTW-AUD-015,,N/A,PTW LSU/MBUF SVA,MBUF-TP-001..012,mbuf monitor,PTW-SVA-MBUF-001..012,,stage8-open-register,bind-later,no,Open items are explicitly listed in Stage8 signoff report with owner files and next actions,MBUF protocol evidence
PTW-INFRA-006,INFRA,PTW-AUD-009,,N/A,PMP/TWU/CHK SVA and probes,PMP/PTE families,source probes,PTW-SVA-PMP-*;PTW-SVA-CHK-*,,stage8-open-register,bind-later,no,Open items are explicitly listed in Stage8 signoff report with owner files and next actions,PMP and PTE source evidence
PTW-INFRA-007,INFRA,PTW-AUD-020,,N/A,MAEE/sysmap/degrade SVA and coverage,MAEE-TP-001..013,MAEE monitor,PTW-SVA-MAEE-001..010,,stage8-open-register,stage7-ref-model-and-open,no,Source ref model supports MAEE0 no-cross/degrade and MAEE mid-sysmap no-rollback; dedicated full degrade directed coverage stays open,MAEE evidence
PTW-INFRA-008,INFRA,PTW-AUD-008,,N/A,xbar/arb monitor/SVA,type target and priority,arb/xbar monitor,PTW-SVA-REQ-*;PTW-SVA-XBAR-*;PTW-SVA-ARB-*,,stage8-open-register,bind-later,no,Open items are explicitly listed in Stage8 signoff report with owner files and next actions,xbar and arb evidence
PTW-INFRA-009,INFRA,PTW-AUD-022,,N/A,ptw_stage8_signoff_gate.py,all_source_closure,report parser,PTW_SOURCE_SB_SUMMARY;PTW_SOURCE_SB_PDE_PMP_COVERAGE;PTW_SVA_COVER,,stage10-implemented,stage10-signoff-gate,no,Stage10 parser validates pde_pmpflg regression logs added IDs no-extra-LSU coverage closure CSV report open register and obsolete/consumer-only separation,final gate
PDE-TP-001,PDE,PTW-AUD-005,,,test_ptw_pde_cache_update_condition_001,PTW-SCN-PDE-001,ptw_source_monitor pde update,PTW-SVA-PDE-006,,open,bind-later,no,stage3/5,PDE miss fst nonleaf update
PDE-TP-002,PDE,PTW-AUD-005,,,test_ptw_pde_hit_level_matrix_001,PTW-SCN-PDE-002,ptw_source_monitor pde hit,PTW-SVA-PDE-004,,open,bind-later,no,stage3/5,L1 hit skip fst
PDE-TP-003,PDE,PTW-AUD-005,,,test_ptw_pde_hit_level_matrix_001,PTW-SCN-PDE-003,ptw_source_monitor pde hit,PTW-SVA-PDE-004;PTW-SVA-PDE-005,,open,bind-later,no,stage3/5,L2 hit skip fst/scd
PDE-TP-004,PDE,PTW-AUD-005,,,test_ptw_pde_hit_level_matrix_001,PTW-SCN-PDE-004,ptw_source_monitor pde double-hit,PTW-SVA-PDE-003;PTW-SVA-PDE-005,,open,bind-later,no,stage3/5,double hit L2 wins
PDE-TP-005,PDE,PTW-AUD-006,,,test_ptw_pde_cache_update_condition_001,PTW-SCN-PDE-005,ptw_source_monitor no update,PTW-SVA-PDE-007,,open,bind-later,no,stage3/5,leaf no update
PDE-TP-006,PDE,PTW-AUD-006,,,test_ptw_pde_cache_update_condition_001,PTW-SCN-PDE-006,ptw_source_monitor no update,PTW-SVA-PDE-007,,open,bind-later,no,stage3/5,nonleaf page fault no update
PDE-TP-007,PDE,PTW-AUD-006,,,test_ptw_pde_cache_update_condition_001,PTW-SCN-PDE-007,ptw_source_monitor no update,PTW-SVA-PDE-007,,open,bind-later,no,stage3/5,bus error no update
PDE-TP-008,PDE,PTW-AUD-007,,,test_ptw_pde_cache_update_condition_001;test_pde_abort_drain_no_update_001,PTW-SCN-PDE-008;PDEUPD-TP-005,ptw_source_monitor no update plus abort-drain late response filter,PTW-SVA-PDE-002;PTW-SVA-PDE-007;PTW-SVA-PDE-UPD-025,,phase14-closed,phase12-directed,no,Phase14 PDE-UPD-022 binds directed abort-drain evidence,abort returned nonleaf late response no update
PDE-TP-009,PDE,PTW-AUD-006,,,test_ptw_pde_cache_lookup_update_race_001,PTW-SCN-PDE-009,ptw_source_monitor race event,PTW-SVA-PDE-008,,open,bind-later,no,stage3/5,lookup old state
PDE-TP-010,PDE,PTW-AUD-007,,,test_ptw_pde_cache_satp_pmp_clear_no_abort_001;test_ptw_pde_satp_old_walk_reupdate_001;test_ptw_pmp_cfg_clear_no_flush_001,PTW-SCN-PDE-010;stage7_satp_old_walk_reupdate;stage7_pmp_cfg_clear_no_flush,ptw_source_monitor clear-only plus ptw_source_sb no-drop refill match,PTW-SVA-PDE-001;PTW-SVA-PDE-010,,stage7-partial-open,stage7-directed-and-open,no,satp clear-only old-walk covered; PMP update remains tied-off top probe gap,satp/PMP clear only
PDE-TP-011,PDE,PTW-AUD-007,,,test_ptw_pde_cache_abort_reset_matrix_001,PTW-SCN-PDE-011,ptw_source_monitor flush/drop,PTW-SVA-PDE-001;PTW-SVA-PDE-002,,open,bind-later,no,stage3/5,reset/abort flush
PDE-TP-012,PDE,PTW-AUD-006,,,test_pde_consecutive_l1_update_plru_001;test_pde_consecutive_l2_update_plru_001,PDEUPD-TP-001;PDEUPD-TP-002;PDEUPD-TP-009,ptw_source_monitor consecutive update and PPLRU same-cycle way compare,PTW-SVA-PDE-UPD-020;PTW-SVA-PDE-UPD-022;PTW-SVA-PDE-UPD-023;cp_pde_consecutive_refill,,phase14-closed,phase12-directed,no,Phase14 PDE-UPD-020/021 bind consecutive update PLRU evidence,consecutive update uses current-cycle PLRU way
PDE-TP-013,PDE,PTW-AUD-005,,,test_ptw_pde_l1_pmp_tag_deny_fst_fault_001;test_ptw_pde_l1_pmp_tag_allow_reuse_001,stage8_l1_tag_hit_cached_x_deny_load;stage8_l1_pmp_tag_allow_reuse,ptw_source_monitor L1 raw/qualified pmp hit evidence plus source SB coverage,PTW-SVA-PDE-011,,stage10-closed,stage8-directed,no,stage10 pde_pmpflg list source clean plus L1 pmp cover required,L1 permission-qualified hit and tag-deny miss
PDE-TP-014,PDE,PTW-AUD-005,,,test_ptw_pde_l2_pmp_l1_deny_accerr_001,stage8_l2_cached_l1pmp_deny_accerr,ptw_source_sb L2 cached L1 deny direct accerr and no-extra-LSU,PTW-SVA-PDE-012;PTW-SVA-PDE-013;PTW-SVA-PDE-016,,stage10-partial-open,stage8-directed-and-open,no,flag-only PMP agent limits independent FST/SCD pmpflg assignment,L2 cached L1 PMP deny
PDE-TP-015,PDE,PTW-AUD-005,,,test_ptw_pde_l2_pmp_l2_deny_accerr_001,stage8_l2_cached_l2pmp_deny_accerr_unreachable_top_source,open marker with no illegal source traffic,PTW-SVA-PDE-012;PTW-SVA-PDE-013,,stage10-open-unreachable,open-lower-level-evidence,no,corrected spec removes old top-source construction; lower-level evidence required,L2 cached L2 PMP deny
PDE-TP-016,PDE,PTW-AUD-006,,,test_ptw_pde_pmpflg_propagation_update_001;test_ptw_pde_pmp_clear_repopulate_001,stage8_pmpflg_propagation_update;stage9_pmp_clear_repopulate,ptw_source_monitor and SB pmpflg update payload compare,PTW-SVA-PDE-015,,stage10-closed,stage8-stage9-directed,no,FST/SCD/THD update payload covered; exact PMP update clear gap tracked separately under PTW-ADD-045,PDE pmpflg propagation and update
PDE-TP-017,PDE,PTW-AUD-004,,,test_ptw_pde_accerr_priority_type_id_001,stage9_pde_accerr_priority_type_id,ptw_source_sb direct accerr type-id and priority root evidence,PTW-SVA-PDE-017;PTW-SVA-ARB-010;PTW-SVA-ARB-011;PTW-SVA-ARB-012,,stage10-closed,stage9-directed,no,stage10 pde_pmpflg list source clean plus priority cover required,PDE direct accerr priority and pending stability
PDE-TP-018,PDE,PTW-AUD-011,,,test_ptw_pde_mmode_lock_matrix_001,stage9_mmode_lock_matrix_top_source_unreachable,open marker with no illegal source traffic,lower-level PDE-cache or RTL-unit evidence required,,stage10-open-unreachable,open-lower-level-evidence,no,data/PFU effective-M source traffic is direct-map and fetch cannot represent data effective-M,Effective-M pmpflg bit3 matrix lower-level only
PDE-TP-019,PDE,PTW-AUD-006,,,test_ptw_pde_l2_accerr_valid_gate_001,stage9_l2_accerr_valid_gate,request-scoped no false direct accerr monitor check,PTW-SVA-PDE-014,,stage10-closed,stage9-directed,no,stage10 pde_pmpflg list source clean plus valid gate cover required,L2 direct accerr valid and request gate
PTW-LSU-ID-001,LSU_ID,PTW-AUD-015,,TC-PMBUF-REQ-RESP-ID-BASIC-001,test_pmbuf_req_resp_id_basic_001,LSUID-TP-001,ptw_mem_monitor request fire plus MBUF entry index compare,PTW-SVA-LSUID-001;PTW-SVA-LSUID-003;cp_lsu_req_fire;cp_lsu_req_id_all,,phase14-closed,phase12-directed,no,Phase12 P0 directed evidence,request ID equals MBUF entry index
PTW-LSU-ID-002,LSU_ID,PTW-AUD-015,,TC-PMBUF-REQ-RESP-ID-BASIC-001,test_pmbuf_req_resp_id_basic_001,LSUID-TP-002,responder/ref model/SB route normal data by response ID,PTW-SVA-LSUID-004;PTW-SVA-LSUID-005;cp_lsu_rsp_id_match,,phase14-closed,phase12-directed,no,Phase12 P0 directed evidence,response ID routes data only to matching entry
PTW-LSU-ID-003,LSU_ID,PTW-AUD-016,,TC-PMBUF-BUS-ERROR-ROUTE-BY-ID-001,test_pmbuf_bus_error_route_by_id_001,BUSERR-TP-001;SRCID-TP-001;PDEUPD-TP-006,source ref model and SB route bus error by response ID,PTW-SVA-BUSERR-001;PTW-SVA-PDE-UPD-026;cp_lsu_buserr_by_id;cp_lsu_bus_error_no_chk,,phase14-closed,phase12-directed,no,Phase12 P0 directed evidence,bus error uses response ID and has no normal CHK/PDE update
PTW-LSU-ID-004,LSU_ID,PTW-AUD-016,,TC-PMBUF-INVALID-RSP-ID-IGNORED-001,test_pmbuf_invalid_rsp_id_ignored_001,LSUID-TP-004,negative monitor/SVA no-side-effect check,PTW-SVA-LSUID-006;cp_lsu_invalid_id_ignored,,phase14-negative-closed,phase12-p2-negative,yes,P2 illegal list only,invalid response ID 9..15 has no entry side effect
PTW-LSU-GRANT-001,LSU_GRANT,PTW-AUD-015,,TC-PMBUF-GRANT-HOLD-ADDR-ID-001,test_pmbuf_grant_hold_addr_id_001,LSUGRANT-TP-001,responder/monitor fire only on req&&grant,PTW-SVA-GRANT-001;PTW-SVA-GRANT-002;cp_lsu_grant_wait,,phase14-closed,phase12-directed,no,Phase12 P0 directed evidence,only req&&grant creates outstanding
PTW-LSU-GRANT-002,LSU_GRANT,PTW-AUD-015,,TC-PMBUF-GRANT-HOLD-ADDR-ID-001,test_pmbuf_grant_hold_addr_id_001,LSUGRANT-TP-002,monitor/SVA hold stability until grant,PTW-SVA-GRANT-001;cp_lsu_grant_wait,,phase14-closed,phase12-directed,no,Phase12 P0 directed evidence,addr ID and size stable before grant
PTW-LSU-MULTI-001,LSU_MULTI,PTW-AUD-015,,TC-PMBUF-MULTI-OUTSTANDING-ID-001,test_pmbuf_multi_outstanding_id_001,LSUMULTI-TP-001;CREDIT-TP-001,responder/SB ID-indexed outstanding set,cp_lsu_two_outstanding;cp_lsu_max_pressure;PTW-SVA-LSUID-002,,phase14-closed,phase12-directed,no,Phase12 P0 directed evidence,different IDs may be outstanding concurrently
PTW-LSU-MULTI-002,LSU_MULTI,PTW-AUD-015,,TC-PMBUF-OOO-RESPONSE-BY-ID-001,test_pmbuf_ooo_response_by_id_001,LSUOOO-TP-001;SRCID-TP-002,responder/ref model/SB source-key completion by response ID,cp_lsu_ooo_response;PTW-SVA-LSUID-004;PTW-SVA-LSUID-005,,phase14-closed,phase12-directed,no,Phase12 P0 directed evidence,response may return out of accept order when ID routes completion
PTW-LSU-ABORT-001,LSU_ABORT,PTW-AUD-017,,TC-PMBUF-ABORT-DRAIN-MULTI-001,test_pmbuf_abort_drain_multi_001,ABDRN-TP-002;COV-ABDRN-001,monitor/ref model response-ID abort drain,PTW-SVA-ABDRN-005;cp_lsu_abort_drain_multi,,phase14-closed,phase12-directed,no,Phase12 P0 directed evidence,abort does not clear on until all outstanding response IDs drain
PTW-LSU-ABORT-002,LSU_ABORT,PTW-AUD-017,,TC-PMBUF-NO-NEW-REQ-DURING-DRAIN-001;TC-PDE-ABORT-DRAIN-NO-UPDATE-001,test_pmbuf_no_new_req_during_drain_001;test_pde_abort_drain_no_update_001,ABDRN-TP-003;ABDRN-TP-004;PDEUPD-TP-005,probes/SVA/SB no create no req no PDE update during drain,PTW-SVA-ABDRN-002;PTW-SVA-ABDRN-003;PTW-SVA-ABDRN-004;PTW-SVA-PDE-UPD-025;cp_lsu_abort_drain_no_cache_upd,,phase14-closed,phase12-directed,no,Phase12 P0 directed evidence,drain period blocks new MBUF entry LSU request and PDE update
PTW-LSU-ABORT-003,LSU_ABORT,PTW-AUD-017,,TC-PMBUF-ABORT-BEFORE-GRANT-CANCEL-001,test_pmbuf_abort_before_grant_cancel_001,LSUGRANT-TP-003,responder/monitor/SVA cancel held request before grant,PTW-SVA-GRANT-003;cp_lsu_abort_before_grant,,phase14-closed,phase12-directed,no,Phase12 P0 directed evidence,abort before grant creates no outstanding and expects no response
PDE-UPD-020,PDE_UPD,PTW-AUD-006,,TC-PDE-CONSECUTIVE-L1-UPDATE-PLRU-001,test_pde_consecutive_l1_update_plru_001,PDEUPD-TP-001;PDEUPD-TP-009,PDE monitor and SVA consecutive L1 update same-cycle PLRU way compare,PTW-SVA-PDE-UPD-020;PTW-SVA-PDE-UPD-022;cp_pde_consecutive_refill;cp_pde_l1_plru_refill,,phase14-closed,phase12-directed,no,Phase12 P0 directed evidence,consecutive L1 update uses current-cycle PLRU way
PDE-UPD-021,PDE_UPD,PTW-AUD-006,,TC-PDE-CONSECUTIVE-L2-UPDATE-PLRU-001,test_pde_consecutive_l2_update_plru_001,PDEUPD-TP-002;PDEUPD-TP-009,PDE monitor and SVA consecutive L2 update same-cycle PLRU way compare,PTW-SVA-PDE-UPD-020;PTW-SVA-PDE-UPD-023;cp_pde_consecutive_refill;cp_pde_l2_plru_refill,,phase14-closed,phase12-directed,no,Phase12 P0 directed evidence,consecutive L2 update uses current-cycle PLRU way
PDE-UPD-022,PDE_UPD,PTW-AUD-007,,TC-PDE-ABORT-DRAIN-NO-UPDATE-001,test_pde_abort_drain_no_update_001,PDEUPD-TP-005;ABDRN-TP-004,source SB and PDE SVA abort-drain no-update check,PTW-SVA-PDE-UPD-025;PTW-SVA-ABDRN-004;cp_pde_abort_drain_no_update,,phase14-closed,phase12-directed,no,Phase12 P0 directed evidence,abort drain late response does not update PDE
MBUF-TP-001,MBUF,PTW-AUD-015,,,test_ptw_mbuf_entry_alloc_priority_001,PTW-SCN-MBUF-001,ptw_source_monitor mbuf allocation,PTW-SVA-MBUF-001,,open,bind-later,no,stage5/6,IUTLB entry8 priority
MBUF-TP-002,MBUF,PTW-AUD-015,,,test_ptw_mbuf_entry_alloc_priority_001,PTW-SCN-MBUF-002,ptw_source_monitor mbuf allocation,PTW-SVA-MBUF-001,,open,bind-later,no,stage5/6,DTLB/PFU entry0-7
